realTimestamp,timestamp,type,itemId,participantId,creatorId,wardType,levelUpType,skillSlot,level,assistingParticipantIds,bounty,killStreakLength,killerId,position,shutdownBounty,victimDamageReceived,victimId,killType,victimDamageDealt,afterId,beforeId,goldGain,killerTeamId,monsterType,laneType,teamId,monsterSubType,buildingType,towerType,multiKillLength,gameId,winningTeam
,34013,WARD_PLACED,,,10.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,52316,WARD_PLACED,,,2.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,55188,ITEM_DESTROYED,3340.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55188,ITEM_PURCHASED,3364.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68353,SKILL_LEVEL_UP,,4.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,73430,SKILL_LEVEL_UP,,2.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,77138,WARD_PLACED,,,8.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,81914,SKILL_LEVEL_UP,,10.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,83284,SKILL_LEVEL_UP,,8.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,88861,SKILL_LEVEL_UP,,3.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,91400,SKILL_LEVEL_UP,,7.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,92168,SKILL_LEVEL_UP,,9.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,95274,WARD_PLACED,,,9.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,98647,SKILL_LEVEL_UP,,1.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,102054,ITEM_DESTROYED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103991,SKILL_LEVEL_UP,,5.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,104859,SKILL_LEVEL_UP,,6.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,106796,LEVEL_UP,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,107331,SKILL_LEVEL_UP,,2.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,109335,LEVEL_UP,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,110170,SKILL_LEVEL_UP,,7.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,111305,ITEM_DESTROYED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122395,WARD_PLACED,,,6.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,122629,ITEM_DESTROYED,2010.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125935,ITEM_DESTROYED,2003.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126203,LEVEL_UP,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,126770,LEVEL_UP,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,126870,WARD_PLACED,,,5.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,127338,SKILL_LEVEL_UP,,3.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,128240,SKILL_LEVEL_UP,,1.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,128774,LEVEL_UP,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,130177,SKILL_LEVEL_UP,,8.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,131680,LEVEL_UP,,10.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,131680,LEVEL_UP,,9.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,132448,SKILL_LEVEL_UP,,10.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,133617,SKILL_LEVEL_UP,,9.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,140364,LEVEL_UP,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,140364,LEVEL_UP,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,141499,SKILL_LEVEL_UP,,5.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,141800,SKILL_LEVEL_UP,,4.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,143303,LEVEL_UP,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,145774,SKILL_LEVEL_UP,,7.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,147077,LEVEL_UP,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,147344,LEVEL_UP,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,148012,SKILL_LEVEL_UP,,6.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,149248,SKILL_LEVEL_UP,,2.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,155026,LEVEL_UP,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,156062,SKILL_LEVEL_UP,,3.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,159602,LEVEL_UP,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,161472,SKILL_LEVEL_UP,,1.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,165047,CHAMPION_KILL,,,,,,,,"[2, 4]",400.0,0.0,5.0,"{'x': 12424, 'y': 2775}",0.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Teemo', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'summonerdot', 'spellSlot': 4, 'trueDamage': 18, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 72, 'name': 'Teemo', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'teemoq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 17, 'name': 'Teemo', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 12, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Teemo', 'participantId': 5, 'physicalDamage': 91, 'spellName': 'teemoe', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 27, 'name': 'Teemo', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'teemoe', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 57, 'spellName': 'corkibasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'rapidreload', 'spellSlot': 63, 'trueDamage': 13, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 23, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 42, 'spellName': 'ggun', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 63, 'name': 'Zac', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'zacw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 32, 'name': 'Zac', 'participantId': 2, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 127, 'name': 'Zac', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'zacq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 51, 'name': 'Zac', 'participantId': 2, 'physicalDamage': 0, 'spellName': 'zace', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}]",9.0,,,,,,,,,,,,,,,
,165047,CHAMPION_SPECIAL_KILL,,,,,,,,,,,5.0,"{'x': 12756, 'y': 2413}",,,,KILL_FIRST_BLOOD,,,,,,,,,,,,,,
,165715,LEVEL_UP,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,166717,SKILL_LEVEL_UP,,6.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,171226,LEVEL_UP,,8.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,172996,SKILL_LEVEL_UP,,8.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,178239,ITEM_PURCHASED,1001.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,178874,WARD_PLACED,,,1.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,181211,ITEM_DESTROYED,2003.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187623,LEVEL_UP,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,188024,ITEM_DESTROYED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188792,SKILL_LEVEL_UP,,4.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,189360,LEVEL_UP,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,191765,SKILL_LEVEL_UP,,5.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,201218,LEVEL_UP,,7.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,203122,SKILL_LEVEL_UP,,7.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,203255,ITEM_PURCHASED,3070.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203623,LEVEL_UP,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,204391,ITEM_PURCHASED,2031.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,204658,SKILL_LEVEL_UP,,6.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,204691,LEVEL_UP,,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,205794,LEVEL_UP,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,205827,LEVEL_UP,,9.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,206294,SKILL_LEVEL_UP,,8.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,207898,SKILL_LEVEL_UP,,3.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,208298,SKILL_LEVEL_UP,,9.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,210636,WARD_PLACED,,,7.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,210803,ITEM_PURCHASED,1001.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,211905,ITEM_PURCHASED,1052.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,234217,LEVEL_UP,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,234652,CHAMPION_KILL,,,,,,,,,300.0,0.0,3.0,"{'x': 8402, 'y': 8404}",0.0,"[{'basic': False, 'magicDamage': 128, 'name': 'Leblanc', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'leblance', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Leblanc', 'participantId': 3, 'physicalDamage': 138, 'spellName': 'leblancbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Leblanc', 'participantId': 3, 'physicalDamage': 46, 'spellName': 'leblancbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 56, 'name': 'Leblanc', 'participantId': 3, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 61, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 250, 'name': 'Leblanc', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'leblancq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]",8.0,,"[{'basic': False, 'magicDamage': 36, 'name': 'Veigar', 'participantId': 3, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 101, 'name': 'Veigar', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'veigarbalefulstrike', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Veigar', 'participantId': 3, 'physicalDamage': 43, 'spellName': 'veigarbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}]",,,,,,,,,,,,,
,235687,ITEM_DESTROYED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,237891,SKILL_LEVEL_UP,,1.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,241398,WARD_PLACED,,,3.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,241899,LEVEL_UP,,10.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,243135,SKILL_LEVEL_UP,,10.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,246542,LEVEL_UP,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,247777,SKILL_LEVEL_UP,,2.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,248045,LEVEL_UP,,9.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,249614,ITEM_PURCHASED,1028.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249848,ITEM_PURCHASED,2022.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250349,SKILL_LEVEL_UP,,9.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,253021,WARD_PLACED,,,5.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,255492,WARD_PLACED,,,7.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,258865,ITEM_PURCHASED,1052.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,258999,ITEM_PURCHASED,1052.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,259299,WARD_PLACED,,,10.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,265178,LEVEL_UP,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,265812,WARD_PLACED,,,9.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,268517,LEVEL_UP,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,269519,SKILL_LEVEL_UP,,4.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,269786,SKILL_LEVEL_UP,,1.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,270454,LEVEL_UP,,8.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,271590,SKILL_LEVEL_UP,,8.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,279906,ITEM_DESTROYED,2010.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,280874,LEVEL_UP,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,286252,SKILL_LEVEL_UP,,5.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,290527,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,292064,LEVEL_UP,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,294468,SKILL_LEVEL_UP,,3.0,,,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,295370,LEVEL_UP,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,296940,ITEM_DESTROYED,1028.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296940,ITEM_DESTROYED,2022.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296940,ITEM_PURCHASED,3067.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,297173,SKILL_LEVEL_UP,,6.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,298509,ITEM_PURCHASED,2031.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306295,WARD_KILL,,,,YELLOW_TRINKET,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
,306362,WARD_PLACED,,,4.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,307464,LEVEL_UP,,10.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
,308800,SKILL_LEVEL_UP,,10.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,315245,LEVEL_UP,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,315780,LEVEL_UP,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,317383,SKILL_LEVEL_UP,,7.0,,,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,317483,SKILL_LEVEL_UP,,1.0,,,NORMAL,4.0,,,,,,,,,,,,,,,,,,,,,,,,
,318853,LEVEL_UP,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,320055,SKILL_LEVEL_UP,,2.0,,,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,324467,WARD_PLACED,,,1.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,324968,ITEM_PURCHASED,3158.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326337,ITEM_PURCHASED,1036.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326337,ITEM_PURCHASED,1036.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326538,ITEM_PURCHASED,1036.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327039,ITEM_PURCHASED,3158.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328107,ITEM_UNDO,,9.0,,,,,,,,,,,,,,,,0.0,1036.0,350.0,,,,,,,,,,
,328308,ITEM_DESTROYED,3340.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328308,ITEM_PURCHASED,3364.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328374,ITEM_UNDO,,9.0,,,,,,,,,,,,,,,,0.0,1036.0,350.0,,,,,,,,,,
,328508,ITEM_PURCHASED,1028.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328708,WARD_PLACED,,,6.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,
,329109,ITEM_PURCHASED,2055.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329777,ITEM_PURCHASED,1083.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,331547,ITEM_PURCHASED,1052.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333885,ITEM_PURCHASED,2055.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333952,ITEM_UNDO,,9.0,,,,,,,,,,,,,,,,0.0,1083.0,450.0,,,,,,,,,,
,334653,ITEM_PURCHASED,1036.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,334787,ITEM_PURCHASED,1036.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,341537,LEVEL_UP,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,342339,SKILL_LEVEL_UP,,6.0,,,NORMAL,4.0,,,,,,,,,,,,,,,,,,,,,,,,
,348351,LEVEL_UP,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,349820,SKILL_LEVEL_UP,,3.0,,,NORMAL,4.0,,,,,,,,,,,,,,,,,,,,,,,,
,351556,LEVEL_UP,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,351556,LEVEL_UP,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
,351857,WARD_PLACED,,,6.0,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,
