realTimestamp,timestamp,type,itemId,participantId,levelUpType,skillSlot,afterId,beforeId,goldGain,creatorId,wardType,assistingParticipantIds,bounty,killStreakLength,killerId,position,shutdownBounty,victimDamageDealt,victimDamageReceived,victimId,killType,level,killerTeamId,monsterSubType,monsterType,laneType,teamId,buildingType,towerType,multiKillLength,name,gameId,winningTeam
,11782,ITEM_PURCHASED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12015,ITEM_PURCHASED,3340.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12884,ITEM_PURCHASED,1036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13452,ITEM_PURCHASED,3340.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13585,ITEM_PURCHASED,2031.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13886,ITEM_PURCHASED,3340.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14454,SKILL_LEVEL_UP,,5.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16591,ITEM_PURCHASED,1102.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17092,ITEM_PURCHASED,3340.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18128,ITEM_PURCHASED,1055.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18128,ITEM_PURCHASED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18629,ITEM_PURCHASED,3340.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19564,ITEM_UNDO,,3.0,,,0.0,2003.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
,19731,ITEM_UNDO,,3.0,,,0.0,2003.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
,19865,ITEM_UNDO,,3.0,,,0.0,3070.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,
,20533,ITEM_PURCHASED,1056.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20533,ITEM_PURCHASED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20533,ITEM_PURCHASED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50527,SKILL_LEVEL_UP,,6.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60149,SKILL_LEVEL_UP,,10.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60850,SKILL_LEVEL_UP,,3.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61251,WARD_PLACED,,,,,,,,3.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,
,64123,CHAMPION_KILL,,,,,,,,,,"[4, 5]",400.0,0.0,3.0,"{'x': 10238, 'y': 7159}",0.0,"[{'basic': False, 'magicDamage': 15, 'name': 'Lux', 'participantId': 4, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 23, 'name': 'Lux', 'participantId': 4, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 70, 'name': 'Lux', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'luxlightbinding', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 70, 'name': 'Lux', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'luxlightbinding', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 23, 'name': 'Lux', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Lux', 'participantId': 5, 'physicalDamage': 42, 'spellName': 'luxbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 10, 'name': 'Malzahar', 'participantId': 3, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 16, 'name': 'Malzahar', 'participantId': 3, 'physicalDamage': 0, 'spellName': 'malzahare', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 16, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 17, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 0, 'spellName': '', 'spellSlot': -1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 52, 'spellName': 'brandbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 9, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'brandpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'summonerdot', 'spellSlot': 4, 'trueDamage': 70, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 67, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 0, 'spellName': 'brandw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Brand', 'participantId': 5, 'physicalDamage': 47, 'spellName': 'brandbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 130, 'spellName': 'corkibasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 85, 'spellName': 'ggun', 'spellSlot': 2, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 60, 'spellName': 'corkibasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Corki', 'participantId': 4, 'physicalDamage': 0, 'spellName': 'rapidreload', 'spellSlot': 63, 'trueDamage': 41, 'type': 'OTHER'}]",10.0,,,,,,,,,,,,,
,64123,CHAMPION_SPECIAL_KILL,,,,,,,,,,,,,3.0,"{'x': 10025, 'y': 6459}",,,,,KILL_FIRST_BLOOD,,,,,,,,,,,,
,78352,ITEM_PURCHASED,3070.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88306,SKILL_LEVEL_UP,,8.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,104440,WARD_PLACED,,,,,,,,6.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,
,104607,LEVEL_UP,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,106244,SKILL_LEVEL_UP,,2.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111522,LEVEL_UP,,7.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,112891,SKILL_LEVEL_UP,,7.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115430,CHAMPION_KILL,,,,,,,,,,,300.0,0.0,6.0,"{'x': 852, 'y': 10292}",0.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Yorick', 'participantId': 6, 'physicalDamage': 113, 'spellName': 'yorickq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': True, 'magicDamage': 0, 'name': 'SRU_ChaosMinionMelee', 'participantId': 0, 'physicalDamage': 8, 'spellName': 'sru_chaosminionrangedbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MINION'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_ChaosMinionMelee', 'participantId': 0, 'physicalDamage': 4, 'spellName': 'sru_chaosminionmeleebasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MINION'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 125, 'spellName': 'dariusbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 205, 'spellName': 'dariusnoxiantacticsonh', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 168, 'spellName': 'dariushemomarker', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 203, 'spellName': 'dariusbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}]",1.0,,,,,,,,,,,,,
,116833,WARD_PLACED,,,,,,,,5.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,
,121843,LEVEL_UP,,6.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,122110,LEVEL_UP,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,123212,SKILL_LEVEL_UP,,6.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123613,SKILL_LEVEL_UP,,3.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126485,LEVEL_UP,,8.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,127688,SKILL_LEVEL_UP,,8.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130627,LEVEL_UP,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,130627,LEVEL_UP,,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,130995,SKILL_LEVEL_UP,,5.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131930,SKILL_LEVEL_UP,,4.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135571,WARD_PLACED,,,,,,,,10.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,
,135973,ITEM_DESTROYED,2003.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,136641,ITEM_DESTROYED,2003.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147930,LEVEL_UP,,9.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,147930,LEVEL_UP,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,149534,LEVEL_UP,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
,152005,SKILL_LEVEL_UP,,9.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153208,WARD_PLACED,,,,,,,,2.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,
,153408,LEVEL_UP,,7.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,153809,SKILL_LEVEL_UP,,10.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155111,SKILL_LEVEL_UP,,7.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155512,LEVEL_UP,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,157149,SKILL_LEVEL_UP,,1.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,157750,SKILL_LEVEL_UP,,3.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,159387,LEVEL_UP,,8.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,160589,SKILL_LEVEL_UP,,8.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162292,CHAMPION_KILL,,,,,,,,,,,300.0,1.0,6.0,"{'x': 3696, 'y': 6380}",0.0,"[{'basic': True, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 62, 'spellName': 'talonbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 0, 'spellName': 'burning', 'spellSlot': 0, 'trueDamage': 18, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 88, 'spellName': 'talonw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 77, 'spellName': 'dariushemomarker', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 67, 'spellName': 'dariusbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 212, 'spellName': 'dariusbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 234, 'spellName': 'dariusnoxiantacticsonh', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_Blue', 'participantId': 0, 'physicalDamage': 202, 'spellName': 'sru_bluebasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_MurkwolfMini', 'participantId': 0, 'physicalDamage': 52, 'spellName': 'sru_murkwolfminibasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_MurkwolfMini', 'participantId': 0, 'physicalDamage': 82, 'spellName': 'sru_murkwolfminibasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_Murkwolf', 'participantId': 0, 'physicalDamage': 94, 'spellName': 'sru_murkwolfbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'MONSTER'}, {'basic': True, 'magicDamage': 0, 'name': 'SRU_Murkwolf', 'participantId': 0, 'physicalDamage': 128, 'spellName': 'sru_murkwolfbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'MONSTER'}]",2.0,,,,,,,,,,,,,
,162292,LEVEL_UP,,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,163394,SKILL_LEVEL_UP,,6.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167135,ITEM_PURCHASED,1036.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172881,ITEM_DESTROYED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174884,LEVEL_UP,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,175987,ITEM_DESTROYED,2010.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176354,SKILL_LEVEL_UP,,1.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,177490,ITEM_DESTROYED,2010.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,193721,LEVEL_UP,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
,194890,LEVEL_UP,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,194890,LEVEL_UP,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,195758,SKILL_LEVEL_UP,,3.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,195859,SKILL_LEVEL_UP,,5.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,196293,SKILL_LEVEL_UP,,4.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,197863,LEVEL_UP,,8.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
,199766,LEVEL_UP,,9.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,199766,LEVEL_UP,,10.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
,201002,SKILL_LEVEL_UP,,9.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,201904,SKILL_LEVEL_UP,,10.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202539,SKILL_LEVEL_UP,,8.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206580,ITEM_DESTROYED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206614,LEVEL_UP,,7.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
,207415,SKILL_LEVEL_UP,,7.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,208952,CHAMPION_KILL,,,,,,,,,,,285.0,2.0,6.0,"{'x': 2275, 'y': 7408}",0.0,"[{'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 0, 'spellName': 'summonerdot', 'spellSlot': 5, 'trueDamage': 54, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 65, 'spellName': 'talonq', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 90, 'spellName': 'talonq', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 73, 'spellName': 'talonpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 102, 'spellName': 'talonpassive', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Talon', 'participantId': 6, 'physicalDamage': 94, 'spellName': 'talonw', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}]","[{'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 116, 'spellName': 'dariushemomarker', 'spellSlot': 63, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 157, 'spellName': 'dariusbasicattack2', 'spellSlot': 65, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': True, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 70, 'spellName': 'dariusbasicattack', 'spellSlot': 64, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 265, 'spellName': 'dariusnoxiantacticsonh', 'spellSlot': 1, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 111, 'spellName': 'dariuscleave', 'spellSlot': 0, 'trueDamage': 0, 'type': 'OTHER'}, {'basic': False, 'magicDamage': 0, 'name': 'Darius', 'participantId': 6, 'physicalDamage': 0, 'spellName': 'burning', 'spellSlot': 0, 'trueDamage': 48, 'type': 'OTHER'}]",2.0,,,,,,,,,,,,,
